,team,season,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst,confFinal
225,SJS,2015,Team Level,other,82,0.53,0.52,0.55,10426.0,158.24,33.96,12.09,29.11,6.01,91.22,55.67,31.79,33.96,31.79,153.0,76.0,63.0,292.0,33.0,16.0,3.0,31.0,7.0,81.0,61.0,120.0,196.0,3.0,6.0,132.0,39.0,23.0,42.0,121.0,58.0,50.0,4.65,7.14,22.17,2.0,7.0,24.0,292.0,229.0,229.0,21.0,3.51,3.64,4.0,33.4,33.4,31.81,135.69,29.65,9.39,23.92,4.37,71.41,48.27,28.29,29.65,28.29,141.0,46.0,81.0,268.0,29.0,15.0,0.0,32.0,3.0,52.0,56.0,112.0,158.0,8.0,19.0,128.0,36.0,25.0,24.0,103.0,42.0,42.0,3.56,4.98,21.12,2.0,4.0,23.0,268.0,187.0,187.0,11.0,2.63,4.35,4.6,27.67,27.67,27.13,,,yes
226,SJS,2015,Team Level,all,82,0.55,0.52,0.53,298554.0,2470.65,243.63,177.1,566.76,83.99,1424.61,1008.97,233.72,244.45,234.51,2491.0,1015.0,1216.0,4722.0,237.0,169.0,39.0,604.0,75.0,1138.0,1283.0,2254.0,3269.0,287.0,667.0,2472.0,1686.0,593.0,931.0,2566.0,710.0,230.0,74.74,85.91,82.98,66.0,82.0,89.0,4737.25,3506.0,3519.39,440.0,39.28,39.05,41.81,241.03,241.64,235.4,2235.39,203.03,151.36,516.04,73.69,1250.59,920.28,196.58,202.87,196.42,2245.0,870.0,1292.0,4407.0,207.0,154.0,33.0,521.0,66.0,993.0,1174.0,2038.0,2908.0,324.0,754.0,2404.0,1960.0,498.0,817.0,2380.0,540.0,195.0,65.44,64.77,72.82,70.0,51.0,86.0,4390.16,3115.0,3105.09,437.0,33.55,34.12,36.2,200.38,199.93,196.37,,,yes
227,SJS,2015,Team Level,5on5,82,0.55,0.52,0.53,240804.0,1906.93,159.1,129.96,455.01,63.72,1088.14,801.07,154.04,159.92,154.84,1913.0,784.0,966.0,3663.0,147.0,124.0,26.0,486.0,57.0,864.0,1019.0,1766.0,2550.0,251.0,596.0,1872.0,1545.0,497.0,761.0,2030.0,546.0,121.0,58.51,66.2,34.39,52.0,60.0,35.0,3678.25,2697.0,2710.39,382.0,26.81,27.51,29.24,156.66,157.27,154.83,1723.22,128.11,110.45,415.7,56.24,961.81,722.69,125.02,127.95,124.85,1718.0,677.0,1030.0,3425.0,133.0,98.0,22.0,415.0,49.0,763.0,937.0,1585.0,2262.0,286.0,672.0,1847.0,1837.0,412.0,679.0,1892.0,411.0,92.0,52.37,49.64,26.09,59.0,42.0,32.0,3408.16,2395.0,2385.09,378.0,22.71,19.61,21.24,129.58,129.12,127.7,,,yes
228,SJS,2015,Team Level,4on5,82,0.08,0.09,0.11,21855.0,38.94,3.64,1.91,5.52,1.21,11.6,31.11,3.62,3.64,3.62,42.0,13.0,7.0,62.0,6.0,3.0,0.0,7.0,0.0,7.0,32.0,36.0,49.0,14.0,31.0,178.0,73.0,49.0,37.0,41.0,10.0,4.0,1.1,1.33,1.21,2.0,2.0,2.0,62.0,55.0,55.0,32.0,0.45,0.27,0.27,3.83,3.83,3.82,320.47,40.92,29.14,68.46,11.36,200.41,103.71,38.94,40.92,38.94,323.0,131.0,162.0,616.0,39.0,39.0,11.0,65.0,9.0,167.0,135.0,284.0,415.0,16.0,35.0,230.0,34.0,28.0,75.0,320.0,77.0,57.0,7.81,8.85,24.26,6.0,3.0,30.0,616.0,454.0,454.0,11.0,7.65,9.79,10.0,38.58,38.58,37.0,,,yes
229,SJS,2015,Team Level,5on4,82,0.92,0.88,0.87,25469.0,366.53,46.94,33.13,77.12,13.05,233.65,121.12,44.25,46.94,44.25,383.0,142.0,180.0,705.0,51.0,26.0,10.0,80.0,11.0,186.0,171.0,332.0,474.0,19.0,34.0,290.0,29.0,24.0,91.0,374.0,96.0,55.0,10.47,11.25,25.23,10.0,13.0,28.0,705.0,525.0,525.0,5.0,8.5,7.64,8.3,47.14,47.14,44.94,56.01,4.36,2.37,7.97,1.73,16.96,45.62,4.33,4.36,4.33,63.0,16.0,19.0,98.0,6.0,2.0,0.0,9.0,5.0,11.0,46.0,57.0,73.0,14.0,28.0,199.0,53.0,33.0,39.0,65.0,10.0,4.0,1.7,1.31,1.34,3.0,2.0,1.0,98.0,79.0,79.0,37.0,0.55,0.36,0.36,4.55,4.55,4.54,,,yes
230,TBL,2015,Team Level,other,82,0.48,0.5,0.51,12929.0,151.04,30.98,11.06,26.35,4.94,84.15,52.51,29.51,30.98,29.51,148.0,62.0,63.0,273.0,33.0,11.0,4.0,27.0,5.0,69.0,65.0,115.0,177.0,7.0,12.0,143.0,44.0,25.0,35.0,114.0,58.0,38.0,4.52,7.25,19.21,3.0,11.0,19.0,273.0,210.0,210.0,16.0,3.2,3.46,3.46,30.72,30.72,29.42,143.23,33.06,9.94,25.33,4.88,77.84,53.95,32.28,33.06,32.28,144.0,61.0,70.0,275.0,27.0,10.0,2.0,20.0,6.0,71.0,71.0,117.0,178.0,4.0,4.0,139.0,57.0,25.0,32.0,106.0,53.0,46.0,4.3,6.65,22.11,5.0,4.0,18.0,275.0,205.0,205.0,16.0,2.79,3.0,3.0,32.85,32.85,32.35,,,yes
231,TBL,2015,Team Level,all,82,0.51,0.51,0.51,298004.0,2410.98,214.57,167.55,550.74,79.24,1377.88,1007.02,205.88,215.59,206.88,2403.0,994.0,1154.0,4551.0,224.0,162.0,37.0,587.0,80.0,1104.0,1240.0,2179.0,3173.0,330.0,723.0,2372.0,1682.0,470.0,679.0,2574.0,636.0,187.0,73.9,74.47,66.19,73.0,74.0,77.0,4578.21,3397.0,3420.63,351.0,37.01,33.73,35.04,216.54,217.44,212.17,2349.92,208.53,163.69,542.88,76.41,1348.13,981.42,201.47,208.1,201.07,2367.0,955.0,1027.0,4349.0,198.0,143.0,27.0,543.0,60.0,1095.0,1283.0,2169.0,3124.0,346.0,757.0,2421.0,2057.0,528.0,554.0,2550.0,598.0,174.0,71.53,71.95,65.05,73.0,69.0,56.0,4330.81,3322.0,3311.55,311.0,36.23,30.18,30.69,214.01,213.55,208.93,,,yes
232,TBL,2015,Team Level,5on5,82,0.52,0.52,0.52,233215.0,1872.1,141.49,123.59,447.33,61.77,1061.47,803.34,137.73,142.52,138.73,1872.0,767.0,918.0,3557.0,150.0,130.0,26.0,473.0,65.0,841.0,980.0,1722.0,2489.0,286.0,634.0,1811.0,1512.0,371.0,494.0,2061.0,476.0,102.0,59.34,55.14,27.01,62.0,52.0,36.0,3584.21,2639.0,2662.63,283.0,25.39,24.63,25.93,140.95,141.85,139.8,1759.83,130.49,115.93,424.67,57.35,1003.26,748.36,127.17,130.06,126.77,1776.0,705.0,776.0,3257.0,126.0,95.0,18.0,438.0,46.0,784.0,992.0,1650.0,2355.0,307.0,682.0,1778.0,1866.0,431.0,405.0,1958.0,444.0,79.0,55.37,53.43,21.69,57.0,49.0,20.0,3238.81,2481.0,2470.55,259.0,23.78,19.04,19.67,134.54,134.07,132.1,,,yes
233,TBL,2015,Team Level,4on5,82,0.08,0.08,0.09,25364.0,40.27,3.59,1.69,5.22,1.14,11.34,35.02,3.58,3.59,3.58,46.0,12.0,6.0,64.0,6.0,0.0,0.0,5.0,3.0,10.0,34.0,40.0,52.0,11.0,25.0,195.0,87.0,50.0,44.0,46.0,8.0,4.0,1.24,1.0,1.36,1.0,2.0,3.0,64.0,58.0,58.0,37.0,0.4,0.0,0.0,3.99,3.99,3.97,392.82,40.98,35.56,85.81,12.68,251.03,131.94,38.03,40.98,38.03,387.0,171.0,168.0,726.0,39.0,38.0,7.0,77.0,8.0,219.0,177.0,348.0,519.0,18.0,37.0,268.0,37.0,18.0,82.0,428.0,83.0,47.0,10.47,9.86,20.65,10.0,12.0,17.0,726.0,558.0,558.0,6.0,9.15,8.15,8.02,42.1,42.1,39.99,,,yes
234,TBL,2015,Team Level,5on4,82,0.91,0.88,0.86,26496.0,347.58,38.5,31.21,71.84,11.39,220.91,116.14,35.07,38.5,35.07,337.0,153.0,167.0,657.0,35.0,21.0,7.0,82.0,7.0,184.0,161.0,302.0,455.0,26.0,52.0,223.0,39.0,24.0,106.0,353.0,94.0,43.0,8.8,11.08,18.62,7.0,9.0,19.0,657.0,490.0,490.0,15.0,8.02,5.65,5.65,40.87,40.87,38.97,54.05,4.0,2.27,7.06,1.5,16.0,47.18,3.98,4.0,3.98,60.0,18.0,13.0,91.0,6.0,0.0,0.0,8.0,0.0,21.0,43.0,54.0,72.0,17.0,34.0,236.0,97.0,54.0,35.0,58.0,18.0,2.0,1.39,2.01,0.59,1.0,4.0,1.0,91.0,78.0,78.0,30.0,0.52,0.0,0.0,4.52,4.52,4.5,,,yes
235,STL,2015,Team Level,other,82,0.47,0.45,0.47,12014.0,167.48,30.24,11.51,31.72,5.51,86.81,71.22,28.65,30.24,28.65,164.0,73.0,50.0,287.0,26.0,13.0,1.0,30.0,5.0,73.0,90.0,138.0,211.0,11.0,22.0,170.0,39.0,27.0,16.0,141.0,57.0,39.0,5.45,6.77,18.02,7.0,5.0,14.0,287.0,237.0,237.0,6.0,3.17,3.25,3.98,29.43,29.43,28.56,195.47,33.98,15.03,36.07,6.42,106.11,68.4,31.36,33.98,31.36,201.0,65.0,80.0,346.0,33.0,15.0,4.0,37.0,12.0,71.0,98.0,168.0,233.0,5.0,10.0,160.0,42.0,29.0,23.0,148.0,65.0,53.0,5.38,7.62,20.98,5.0,10.0,18.0,346.0,266.0,266.0,10.0,4.44,5.04,5.27,33.15,33.15,31.14,,,yes
236,STL,2015,Team Level,all,82,0.49,0.5,0.5,300304.0,2432.35,215.45,165.95,557.8,77.48,1350.87,1024.45,208.84,217.69,211.0,2474.0,918.0,1103.0,4495.0,219.0,174.0,38.0,578.0,80.0,1069.0,1272.0,2255.0,3173.0,346.0,777.0,2579.0,1937.0,504.0,445.0,2578.0,630.0,184.0,76.11,74.47,64.87,65.0,78.0,76.0,4532.21,3392.0,3418.57,242.0,36.21,35.32,36.92,214.74,216.39,212.72,2420.88,223.65,168.53,549.09,77.29,1345.05,966.4,212.81,223.71,212.84,2441.0,889.0,1127.0,4457.0,197.0,163.0,28.0,651.0,87.0,1002.0,1230.0,2244.0,3133.0,310.0,711.0,2452.0,1856.0,504.0,587.0,2494.0,613.0,223.0,72.01,73.76,77.88,66.0,67.0,64.0,4443.54,3330.0,3322.46,332.0,38.06,36.08,37.4,224.31,224.07,216.81,,,yes
237,STL,2015,Team Level,5on5,82,0.52,0.52,0.52,239613.0,1947.89,149.96,128.14,464.0,62.05,1083.93,817.91,146.09,152.2,148.25,1980.0,726.0,915.0,3621.0,139.0,134.0,29.0,494.0,68.0,855.0,1016.0,1841.0,2567.0,296.0,668.0,1967.0,1774.0,408.0,360.0,2103.0,499.0,104.0,62.16,59.0,28.79,50.0,56.0,33.0,3658.21,2706.0,2732.57,204.0,26.41,25.57,26.44,149.93,151.58,149.48,1798.19,140.17,117.42,426.51,57.06,990.16,740.69,137.01,140.23,137.04,1810.0,662.0,872.0,3344.0,125.0,104.0,18.0,522.0,65.0,753.0,903.0,1685.0,2347.0,276.0,634.0,1862.0,1708.0,409.0,475.0,1918.0,450.0,104.0,56.23,54.4,29.54,49.0,48.0,28.0,3330.54,2472.0,2464.46,294.0,24.27,22.01,23.27,141.16,140.91,138.97,,,yes
238,STL,2015,Team Level,4on5,82,0.1,0.11,0.13,26486.0,54.26,4.8,2.61,7.07,1.52,15.64,46.35,4.75,4.8,4.75,61.0,17.0,11.0,89.0,4.0,4.0,0.0,6.0,1.0,13.0,50.0,57.0,74.0,19.0,38.0,219.0,84.0,59.0,33.0,57.0,16.0,5.0,1.47,2.08,1.25,0.0,4.0,0.0,89.0,78.0,78.0,29.0,0.6,0.86,0.86,4.54,4.54,4.53,375.39,42.92,33.3,79.6,12.31,234.07,120.8,37.97,42.92,37.97,369.0,154.0,165.0,688.0,34.0,42.0,5.0,85.0,7.0,168.0,187.0,335.0,489.0,19.0,38.0,256.0,36.0,21.0,68.0,383.0,89.0,51.0,9.13,10.76,23.03,10.0,9.0,15.0,688.0,523.0,523.0,8.0,8.7,8.46,8.27,43.35,43.35,40.09,,,yes
239,STL,2015,Team Level,5on4,82,0.82,0.86,0.84,22191.0,262.72,30.44,23.69,55.01,8.4,164.48,88.97,29.34,30.44,29.34,269.0,102.0,127.0,498.0,50.0,23.0,8.0,48.0,6.0,128.0,116.0,219.0,321.0,20.0,49.0,223.0,40.0,10.0,36.0,277.0,58.0,36.0,7.04,6.61,16.8,8.0,13.0,29.0,498.0,371.0,371.0,3.0,6.02,5.63,5.63,30.83,30.83,30.14,51.83,6.58,2.79,6.92,1.49,14.7,36.51,6.47,6.58,6.47,61.0,8.0,10.0,79.0,5.0,2.0,1.0,7.0,3.0,10.0,42.0,56.0,64.0,10.0,29.0,174.0,70.0,45.0,21.0,45.0,9.0,15.0,1.27,0.98,4.33,2.0,0.0,3.0,79.0,69.0,69.0,20.0,0.65,0.58,0.58,6.64,6.64,6.61,,,yes
240,PIT,2016,Team Level,other,82,0.52,0.44,0.43,10095.0,132.96,28.46,8.79,24.17,4.56,63.96,52.12,27.47,28.46,27.47,143.0,40.0,55.0,238.0,33.0,12.0,2.0,27.0,4.0,46.0,61.0,110.0,150.0,13.0,26.0,135.0,49.0,29.0,32.0,87.0,55.0,41.0,3.17,6.6,18.7,6.0,11.0,16.0,238.0,183.0,183.0,12.0,2.48,3.62,4.16,26.73,26.73,26.05,175.82,26.14,12.9,33.95,5.9,93.78,68.46,23.59,26.14,23.59,188.0,55.0,66.0,309.0,23.0,17.0,3.0,27.0,8.0,92.0,76.0,165.0,220.0,12.0,24.0,156.0,43.0,30.0,24.0,147.0,61.0,35.0,4.96,7.32,13.86,2.0,7.0,14.0,309.0,243.0,243.0,8.0,3.84,3.48,3.48,26.37,26.37,24.26,,,yes
241,PIT,2016,Team Level,all,82,0.52,0.5,0.51,299390.0,2632.93,259.25,188.43,597.83,85.37,1444.74,1059.56,250.21,261.64,252.5,2751.0,901.0,1166.0,4818.0,278.0,235.0,55.0,626.0,127.0,1135.0,1251.0,2473.0,3374.0,305.0,655.0,2452.0,2060.0,532.0,658.0,2595.0,810.0,247.0,78.65,98.91,81.69,78.0,109.0,91.0,4871.67,3652.0,3690.39,321.0,41.45,51.98,52.91,246.68,248.75,243.63,2561.98,243.0,176.37,586.8,82.61,1389.35,1056.85,231.89,243.31,232.16,2671.0,878.0,1307.0,4856.0,229.0,236.0,44.0,547.0,105.0,1117.0,1315.0,2442.0,3320.0,304.0,654.0,2702.0,2352.0,538.0,596.0,2582.0,720.0,247.0,71.62,89.01,82.37,67.0,83.0,79.0,4840.08,3549.0,3540.22,331.0,39.36,50.15,52.48,228.92,228.95,222.48,,,yes
242,PIT,2016,Team Level,5on5,82,0.52,0.5,0.51,241825.0,2080.69,181.23,143.13,490.26,67.13,1141.1,845.8,175.4,183.62,177.7,2165.0,713.0,936.0,3814.0,186.0,182.0,44.0,513.0,104.0,901.0,992.0,1979.0,2692.0,261.0,567.0,1895.0,1897.0,427.0,517.0,2110.0,617.0,151.0,64.41,76.3,40.54,63.0,79.0,44.0,3867.67,2878.0,2916.39,267.0,29.72,38.65,39.02,171.34,173.41,170.73,1979.74,166.53,129.19,474.0,63.66,1072.62,822.53,160.9,166.85,161.17,2046.0,690.0,1053.0,3789.0,151.0,174.0,31.0,456.0,81.0,842.0,1032.0,1895.0,2585.0,273.0,592.0,2095.0,2204.0,440.0,485.0,2035.0,548.0,153.0,57.04,67.82,41.67,50.0,64.0,37.0,3773.08,2736.0,2727.22,291.0,26.74,35.91,37.07,155.7,155.73,153.31,,,yes
243,PIT,2016,Team Level,4on5,82,0.11,0.13,0.15,23292.0,55.52,5.21,2.72,7.3,1.6,16.72,44.58,5.19,5.21,5.19,57.0,23.0,13.0,93.0,5.0,0.0,0.0,9.0,3.0,9.0,54.0,52.0,75.0,14.0,28.0,166.0,79.0,62.0,43.0,54.0,21.0,5.0,1.51,2.39,1.31,0.0,4.0,1.0,93.0,80.0,80.0,38.0,0.62,0.0,0.0,5.71,5.71,5.67,334.48,41.2,30.47,70.06,10.99,203.4,111.15,38.59,41.2,38.59,356.0,115.0,172.0,643.0,48.0,38.0,9.0,52.0,13.0,169.0,151.0,308.0,423.0,14.0,28.0,245.0,39.0,23.0,58.0,344.0,81.0,46.0,8.25,9.55,23.4,14.0,9.0,25.0,643.0,471.0,471.0,9.0,7.91,9.18,10.34,38.5,38.5,36.61,,,yes
244,PIT,2016,Team Level,5on4,82,0.83,0.85,0.84,24178.0,363.76,44.33,33.78,76.1,12.09,222.96,117.06,42.15,44.33,42.15,386.0,125.0,162.0,673.0,54.0,41.0,9.0,77.0,16.0,179.0,144.0,332.0,457.0,17.0,34.0,256.0,35.0,14.0,66.0,344.0,117.0,50.0,9.56,13.62,21.15,9.0,15.0,30.0,673.0,511.0,511.0,4.0,8.62,9.7,9.73,42.89,42.89,41.18,71.95,9.12,3.82,8.79,2.05,19.57,54.71,8.81,9.12,8.81,81.0,18.0,16.0,115.0,7.0,7.0,1.0,12.0,3.0,14.0,56.0,74.0,92.0,5.0,10.0,206.0,66.0,45.0,29.0,56.0,30.0,13.0,1.36,4.32,3.43,1.0,3.0,3.0,115.0,99.0,99.0,23.0,0.88,1.59,1.59,8.34,8.34,8.31,,,yes
245,NSH,2016,Team Level,other,82,0.53,0.48,0.49,12191.0,150.04,32.51,10.26,26.57,4.96,79.76,53.94,29.98,32.51,29.98,142.0,66.0,70.0,278.0,27.0,13.0,3.0,25.0,7.0,65.0,71.0,115.0,181.0,7.0,19.0,150.0,32.0,26.0,28.0,120.0,40.0,48.0,4.12,4.89,23.5,2.0,6.0,19.0,278.0,208.0,208.0,13.0,3.12,3.86,3.86,31.77,31.77,29.81,160.44,28.38,11.06,29.55,5.31,85.89,58.81,26.55,28.38,26.55,150.0,69.0,79.0,298.0,30.0,10.0,4.0,30.0,5.0,73.0,71.0,120.0,189.0,6.0,15.0,131.0,24.0,22.0,29.0,137.0,46.0,36.0,5.07,5.57,17.74,3.0,6.0,21.0,298.0,219.0,219.0,13.0,3.14,3.85,3.87,27.65,27.65,26.68,,,yes
246,NSH,2016,Team Level,all,82,0.51,0.51,0.51,299145.0,2552.11,227.76,172.62,593.23,82.65,1424.89,1044.86,218.96,228.82,219.93,2558.0,988.0,1231.0,4777.0,238.0,170.0,28.0,596.0,112.0,1137.0,1293.0,2320.0,3308.0,312.0,755.0,2599.0,1660.0,556.0,698.0,2731.0,592.0,223.0,76.45,71.58,79.73,88.0,79.0,71.0,4787.72,3546.0,3553.11,398.0,37.94,36.51,37.22,228.48,229.2,223.74,2484.97,218.22,167.54,567.94,79.09,1394.14,1034.07,210.88,218.28,210.99,2473.0,988.0,1110.0,4571.0,220.0,158.0,35.0,635.0,78.0,1047.0,1323.0,2253.0,3241.0,326.0,791.0,2453.0,1719.0,531.0,689.0,2694.0,566.0,201.0,75.4,69.36,73.46,62.0,78.0,80.0,4563.74,3461.0,3460.53,400.0,36.89,34.06,34.52,220.58,220.82,216.53,,,yes
247,NSH,2016,Team Level,5on5,82,0.51,0.51,0.51,240451.0,2026.63,152.06,131.75,492.55,65.93,1125.46,848.25,147.98,153.12,148.94,2038.0,778.0,986.0,3802.0,160.0,131.0,21.0,509.0,88.0,887.0,1041.0,1878.0,2656.0,277.0,671.0,2019.0,1567.0,447.0,542.0,2234.0,462.0,120.0,63.15,56.02,32.9,76.0,56.0,28.0,3812.72,2816.0,2823.11,338.0,27.13,25.18,25.89,153.31,154.03,151.7,1943.18,144.47,124.7,462.57,61.74,1089.76,824.77,140.66,144.53,140.77,1932.0,776.0,893.0,3601.0,142.0,113.0,25.0,519.0,62.0,816.0,1056.0,1790.0,2566.0,288.0,709.0,1918.0,1589.0,445.0,542.0,2165.0,434.0,109.0,60.66,53.56,30.25,49.0,64.0,29.0,3593.74,2708.0,2707.53,338.0,25.58,23.45,24.26,145.79,146.03,144.06,,,yes
248,NSH,2016,Team Level,4on5,82,0.1,0.1,0.11,22358.0,43.42,4.51,2.05,5.53,1.25,12.23,34.42,4.47,4.51,4.47,47.0,13.0,6.0,66.0,10.0,1.0,0.0,3.0,3.0,8.0,35.0,37.0,50.0,9.0,21.0,199.0,38.0,60.0,43.0,39.0,14.0,7.0,0.95,1.63,1.92,3.0,3.0,4.0,66.0,60.0,60.0,39.0,0.47,0.2,0.2,4.79,4.79,4.75,332.81,40.63,29.43,69.68,10.6,204.97,107.68,38.97,40.63,38.97,336.0,127.0,129.0,592.0,43.0,33.0,6.0,80.0,9.0,147.0,151.0,293.0,420.0,20.0,43.0,218.0,30.0,15.0,73.0,342.0,71.0,50.0,8.41,8.51,23.72,10.0,5.0,28.0,592.0,463.0,463.0,6.0,7.62,6.57,6.21,42.04,42.04,40.71,,,yes
249,NSH,2016,Team Level,5on4,82,0.89,0.89,0.87,24145.0,332.02,38.67,28.56,68.58,10.51,207.44,108.24,36.54,38.67,36.54,331.0,131.0,169.0,631.0,41.0,25.0,4.0,59.0,14.0,177.0,146.0,290.0,421.0,19.0,44.0,231.0,23.0,23.0,85.0,338.0,76.0,48.0,8.23,9.03,21.41,7.0,14.0,20.0,631.0,462.0,462.0,8.0,7.22,7.27,7.27,38.62,38.62,37.46,48.55,4.74,2.35,6.14,1.44,13.52,42.81,4.7,4.74,4.7,55.0,16.0,9.0,80.0,5.0,2.0,0.0,6.0,2.0,11.0,45.0,50.0,66.0,12.0,24.0,186.0,76.0,49.0,45.0,50.0,15.0,6.0,1.26,1.73,1.74,0.0,3.0,2.0,80.0,71.0,71.0,43.0,0.55,0.19,0.19,5.1,5.1,5.07,,,yes
250,OTT,2016,Team Level,other,82,0.61,0.49,0.52,12525.0,153.96,27.24,9.24,29.24,5.06,79.18,68.03,26.46,27.24,26.46,160.0,58.0,54.0,272.0,28.0,4.0,1.0,23.0,3.0,61.0,99.0,132.0,190.0,11.0,28.0,154.0,58.0,28.0,28.0,140.0,47.0,31.0,4.81,5.94,16.49,5.0,3.0,20.0,272.0,218.0,218.0,15.0,2.62,0.69,0.69,29.18,29.18,28.35,146.43,17.43,10.13,28.54,4.92,82.19,60.78,17.03,17.43,17.03,149.0,55.0,83.0,287.0,18.0,4.0,0.0,28.0,5.0,74.0,75.0,131.0,186.0,11.0,28.0,151.0,37.0,29.0,24.0,136.0,54.0,14.0,4.96,6.55,5.93,5.0,6.0,7.0,287.0,204.0,204.0,14.0,2.85,0.78,0.78,19.49,19.49,19.05,,,yes
251,OTT,2016,Team Level,all,82,0.5,0.49,0.49,299637.0,2421.35,216.45,158.97,568.45,79.47,1337.16,1019.49,208.44,216.64,208.69,2464.0,916.0,1212.0,4592.0,206.0,188.0,30.0,550.0,77.0,1044.0,1315.0,2258.0,3174.0,335.0,774.0,2549.0,2114.0,537.0,791.0,2609.0,570.0,201.0,71.65,69.8,75.0,75.0,63.0,68.0,4587.67,3380.0,3383.14,495.0,34.96,40.2,41.25,210.18,210.67,206.68,2494.48,213.47,169.88,582.52,83.07,1415.66,1048.39,206.81,213.97,207.31,2467.0,1046.0,1352.0,4865.0,210.0,163.0,27.0,573.0,99.0,1180.0,1288.0,2257.0,3303.0,339.0,780.0,2452.0,1809.0,525.0,787.0,2688.0,644.0,181.0,77.9,76.72,58.86,87.0,65.0,58.0,4877.67,3513.0,3523.72,486.0,37.21,33.01,33.36,217.32,217.51,212.89,,,yes
252,OTT,2016,Team Level,5on5,82,0.49,0.49,0.49,240063.0,1882.78,147.25,118.77,461.87,61.71,1033.97,792.44,142.48,147.44,142.73,1925.0,691.0,979.0,3595.0,135.0,149.0,24.0,447.0,57.0,799.0,1029.0,1790.0,2481.0,294.0,682.0,1960.0,1968.0,440.0,625.0,2048.0,447.0,121.0,56.39,55.12,35.74,59.0,52.0,24.0,3590.67,2616.0,2619.14,422.0,24.48,31.54,31.98,139.76,140.24,138.01,1955.44,150.85,127.3,474.04,64.46,1100.56,829.78,147.1,151.36,147.61,1919.0,828.0,1062.0,3809.0,142.0,128.0,21.0,468.0,83.0,896.0,1030.0,1777.0,2605.0,290.0,670.0,1860.0,1673.0,429.0,635.0,2159.0,470.0,118.0,62.3,56.42,32.13,66.0,44.0,32.0,3821.67,2747.0,2757.72,409.0,26.22,23.6,24.61,152.47,152.66,150.31,,,yes
