team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ANA,2023,ANA,ANA,Team Level,4on5,18,0.11,0.09,0.11,7652.0,18.36,1.67,0.73,2.6,0.51,4.96,12.54,1.66,1.67,1.66,20.0,3.0,2.0,25.0,2.0,0.0,0.0,1.0,0.0,6.0,14.0,18.0,21.0,2.0,7.0,69.0,15.0,12.0,8.0,18.0,0.0,5.0,0.37,0.0,1.3,0.0,0.0,2.0,25.0,23.0,23.0,7.0,0.18,0.0,0.0,1.85,1.85,1.84,136.11,13.89,12.1,30.73,4.75,84.45,43.09,12.98,13.89,12.98,133.0,56.0,71.0,260.0,14.0,13.0,0.0,7.0,0.0,99.0,56.0,119.0,175.0,7.0,17.0,70.0,2.0,6.0,22.0,132.0,44.0,13.0,3.88,5.34,4.67,5.0,3.0,6.0,260.0,189.0,189.0,1.0,3.08,1.36,1.18,15.79,15.79,14.98
ANA,2023,ANA,ANA,Team Level,5on4,18,0.8,0.86,0.85,5900.0,84.47,10.25,7.43,18.12,2.9,52.11,28.21,9.8,10.25,9.8,79.0,40.0,47.0,166.0,10.0,5.0,2.0,6.0,0.0,60.0,38.0,69.0,109.0,7.0,16.0,44.0,2.0,3.0,11.0,82.0,25.0,12.0,2.17,2.96,5.11,2.0,2.0,6.0,166.0,119.0,119.0,2.0,1.9,0.43,0.59,11.55,11.55,11.12,16.65,2.56,0.97,2.05,0.51,4.74,10.18,2.51,2.56,2.51,15.0,6.0,5.0,26.0,0.0,2.0,0.0,0.0,0.0,5.0,14.0,15.0,21.0,3.0,6.0,50.0,14.0,14.0,4.0,7.0,11.0,3.0,0.14,1.62,0.8,0.0,0.0,0.0,26.0,21.0,21.0,4.0,0.22,0.4,0.4,2.37,2.37,2.37
COL,2023,COL,COL,Team Level,other,17,0.68,0.46,0.49,2211.0,27.96,10.15,1.65,4.38,0.85,12.79,10.19,9.46,10.15,9.46,26.0,14.0,11.0,51.0,8.0,1.0,0.0,3.0,0.0,17.0,11.0,18.0,32.0,4.0,11.0,32.0,2.0,4.0,8.0,16.0,9.0,15.0,0.6,1.14,8.42,1.0,0.0,7.0,51.0,40.0,40.0,4.0,0.52,0.14,0.14,10.53,10.53,9.77,31.14,4.67,2.54,6.6,1.26,17.67,9.25,4.26,4.67,4.26,33.0,9.0,18.0,60.0,4.0,3.0,1.0,1.0,0.0,24.0,10.0,29.0,38.0,3.0,6.0,40.0,3.0,4.0,5.0,24.0,10.0,8.0,0.81,1.35,2.51,2.0,0.0,2.0,60.0,42.0,42.0,1.0,0.7,0.54,0.54,4.83,4.83,4.55
COL,2023,COL,COL,Team Level,all,17,0.55,0.55,0.55,61500.0,596.67,67.79,41.97,141.1,20.0,319.28,231.86,61.61,68.14,61.94,581.0,241.0,304.0,1126.0,64.0,59.0,8.0,42.0,3.0,393.0,261.0,517.0,758.0,75.0,164.0,482.0,269.0,118.0,128.0,575.0,167.0,80.0,16.47,20.08,31.25,20.0,23.0,21.0,1130.25,822.0,826.02,51.0,9.48,15.03,15.03,62.25,62.56,59.52,501.92,54.55,35.18,113.08,16.06,265.77,190.36,49.32,54.8,49.5,473.0,202.0,247.0,922.0,53.0,40.0,5.0,19.0,4.0,312.0,247.0,420.0,622.0,81.0,181.0,549.0,276.0,120.0,95.0,476.0,128.0,71.0,14.13,15.73,24.7,19.0,17.0,17.0,925.98,675.0,677.24,44.0,7.96,11.32,11.32,51.19,51.37,49.52
COL,2023,COL,COL,Team Level,5on5,17,0.56,0.56,0.56,46877.0,444.36,39.57,29.91,112.27,15.23,240.09,175.94,38.07,39.92,38.4,429.0,184.0,249.0,862.0,39.0,46.0,5.0,28.0,2.0,302.0,196.0,390.0,574.0,65.0,141.0,347.0,248.0,91.0,92.0,452.0,119.0,42.0,13.36,14.09,12.12,16.0,18.0,5.0,866.25,613.0,617.02,39.0,6.23,9.58,9.58,36.21,36.53,35.8,361.58,31.15,23.73,86.26,11.38,194.6,142.89,29.63,31.4,29.8,333.0,157.0,180.0,670.0,37.0,28.0,4.0,13.0,1.0,217.0,194.0,296.0,453.0,67.0,153.0,382.0,261.0,94.0,78.0,373.0,82.0,35.0,10.92,10.0,10.23,16.0,12.0,9.0,673.98,490.0,492.24,41.0,4.93,6.69,6.94,29.14,29.32,28.86
COL,2023,COL,COL,Team Level,4on5,17,0.14,0.17,0.2,6189.0,21.16,2.51,1.23,2.81,0.6,6.46,14.4,2.51,2.51,2.51,23.0,5.0,5.0,33.0,5.0,0.0,0.0,1.0,0.0,4.0,18.0,18.0,23.0,2.0,4.0,38.0,13.0,21.0,8.0,17.0,8.0,3.0,0.61,0.93,0.97,0.0,3.0,2.0,33.0,28.0,28.0,6.0,0.28,0.0,0.0,2.79,2.79,2.79,85.5,15.21,7.56,17.32,2.64,47.05,24.23,12.04,15.21,12.04,84.0,30.0,49.0,163.0,8.0,7.0,0.0,5.0,2.0,64.0,28.0,76.0,106.0,8.0,16.0,73.0,3.0,2.0,10.0,64.0,30.0,20.0,2.01,3.65,9.56,1.0,3.0,4.0,163.0,114.0,114.0,2.0,2.02,3.48,3.23,14.0,14.0,12.93
COL,2023,COL,COL,Team Level,5on4,17,0.82,0.86,0.83,6223.0,103.2,15.57,9.19,21.65,3.32,59.93,31.33,11.57,15.57,11.57,103.0,38.0,39.0,180.0,12.0,12.0,3.0,10.0,1.0,70.0,36.0,91.0,129.0,4.0,8.0,65.0,6.0,2.0,20.0,90.0,31.0,20.0,1.9,3.92,9.75,3.0,2.0,7.0,180.0,141.0,141.0,2.0,2.44,5.3,5.3,12.71,12.71,11.16,23.71,3.52,1.35,2.9,0.78,6.45,14.0,3.39,3.52,3.39,23.0,6.0,0.0,29.0,4.0,2.0,0.0,0.0,1.0,7.0,15.0,19.0,25.0,3.0,6.0,54.0,9.0,20.0,2.0,15.0,6.0,8.0,0.38,0.73,2.41,0.0,2.0,2.0,29.0,29.0,29.0,0.0,0.31,0.6,0.6,3.22,3.22,3.19
ARI,2023,ARI,ARI,Team Level,other,18,0.4,0.48,0.49,2961.0,31.94,5.12,2.18,6.13,1.0,17.47,11.11,5.08,5.12,5.08,31.0,12.0,17.0,60.0,2.0,1.0,0.0,0.0,0.0,22.0,18.0,29.0,41.0,2.0,4.0,29.0,5.0,7.0,6.0,27.0,10.0,6.0,0.94,1.2,2.98,1.0,0.0,1.0,60.0,43.0,43.0,2.0,0.65,0.48,0.48,5.29,5.29,5.27,32.99,7.7,2.23,5.74,1.12,16.89,11.3,7.11,7.7,7.11,31.0,14.0,21.0,66.0,8.0,3.0,0.0,2.0,0.0,16.0,16.0,23.0,37.0,3.0,6.0,28.0,3.0,5.0,5.0,22.0,12.0,11.0,0.97,1.59,5.15,4.0,1.0,3.0,66.0,45.0,45.0,4.0,0.65,0.89,0.73,7.62,7.62,7.39
ARI,2023,ARI,ARI,Team Level,all,18,0.5,0.46,0.46,65649.0,520.82,56.14,37.83,122.55,17.75,281.56,197.17,53.6,56.81,54.24,501.0,212.0,256.0,969.0,56.0,59.0,9.0,27.0,5.0,339.0,227.0,445.0,657.0,81.0,180.0,509.0,285.0,72.0,142.0,504.0,147.0,62.0,15.38,18.29,22.48,14.0,19.0,23.0,981.67,713.0,720.85,77.0,8.59,12.9,12.99,51.75,52.35,51.21,596.72,56.15,40.76,144.96,20.8,325.75,239.58,53.55,55.93,53.34,582.0,246.0,295.0,1123.0,57.0,64.0,6.0,35.0,7.0,360.0,305.0,525.0,771.0,84.0,186.0,551.0,365.0,127.0,127.0,628.0,144.0,56.0,18.17,17.71,20.27,25.0,16.0,16.0,1115.74,828.0,826.91,56.0,9.08,11.75,11.75,53.47,53.21,52.01
ARI,2023,ARI,ARI,Team Level,5on5,18,0.49,0.46,0.46,50475.0,384.6,35.2,26.33,95.38,13.27,206.09,151.72,33.67,35.86,34.31,374.0,154.0,197.0,725.0,36.0,49.0,8.0,21.0,3.0,258.0,161.0,338.0,492.0,73.0,161.0,385.0,259.0,55.0,116.0,391.0,103.0,34.0,11.79,13.01,10.41,11.0,16.0,9.0,737.67,528.0,535.85,67.0,5.49,10.29,10.56,30.13,30.73,30.15,450.53,37.03,29.19,115.32,15.77,242.55,184.14,35.53,36.81,35.33,429.0,195.0,221.0,845.0,36.0,52.0,3.0,27.0,5.0,269.0,235.0,393.0,588.0,76.0,165.0,409.0,336.0,117.0,102.0,486.0,103.0,35.0,14.02,12.86,10.15,19.0,10.0,7.0,837.74,624.0,622.91,46.0,6.06,9.25,9.25,33.84,33.57,33.03
ARI,2023,ARI,ARI,Team Level,4on5,18,0.1,0.08,0.08,5982.0,8.38,1.07,0.59,1.25,0.34,3.08,5.67,1.07,1.07,1.07,8.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,12.0,3.0,6.0,48.0,16.0,5.0,7.0,7.0,5.0,0.0,0.26,0.81,0.0,0.0,0.0,0.0,16.0,12.0,12.0,7.0,0.13,0.0,0.0,1.2,1.2,1.2,97.13,10.04,8.63,21.79,3.45,61.35,32.74,9.55,10.04,9.55,106.0,32.0,49.0,187.0,12.0,8.0,3.0,6.0,2.0,74.0,36.0,94.0,126.0,3.0,8.0,63.0,4.0,1.0,14.0,105.0,24.0,9.0,2.73,2.66,4.66,1.0,5.0,6.0,187.0,138.0,138.0,1.0,2.21,1.53,1.69,10.57,10.57,10.14
ARI,2023,ARI,ARI,Team Level,5on4,18,0.92,0.87,0.86,6231.0,95.9,14.76,8.73,19.79,3.13,54.92,28.66,13.78,14.76,13.78,88.0,42.0,38.0,168.0,18.0,9.0,1.0,6.0,2.0,57.0,38.0,70.0,112.0,3.0,9.0,47.0,5.0,5.0,13.0,79.0,29.0,22.0,2.4,3.27,9.09,2.0,3.0,13.0,168.0,130.0,130.0,1.0,2.32,2.13,1.94,15.14,15.14,14.61,16.05,1.37,0.7,2.11,0.46,4.95,11.4,1.36,1.37,1.36,16.0,5.0,4.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,15.0,20.0,2.0,7.0,51.0,22.0,4.0,6.0,15.0,5.0,1.0,0.45,0.6,0.32,1.0,0.0,0.0,25.0,21.0,21.0,5.0,0.16,0.08,0.08,1.45,1.45,1.45
BOS,2023,BOS,BOS,Team Level,other,17,0.47,0.39,0.4,3246.0,35.78,7.33,2.15,6.43,1.11,16.5,14.47,7.03,7.33,7.03,38.0,10.0,14.0,62.0,8.0,2.0,0.0,3.0,0.0,13.0,22.0,30.0,40.0,5.0,10.0,45.0,11.0,7.0,13.0,29.0,10.0,9.0,1.1,1.19,5.04,2.0,2.0,4.0,62.0,48.0,48.0,6.0,0.61,0.84,0.84,7.09,7.09,6.99,52.93,8.12,4.39,11.18,2.02,31.56,15.72,7.15,8.12,7.15,46.0,27.0,26.0,99.0,8.0,7.0,2.0,5.0,1.0,30.0,22.0,38.0,65.0,3.0,4.0,39.0,3.0,5.0,8.0,35.0,27.0,11.0,1.33,3.18,3.6,2.0,3.0,3.0,99.0,73.0,73.0,2.0,1.29,2.22,2.22,7.2,7.2,6.59
BOS,2023,BOS,BOS,Team Level,all,17,0.53,0.49,0.49,62056.0,546.38,56.01,38.9,128.23,18.76,295.69,213.41,52.95,57.19,54.02,546.0,205.0,275.0,1026.0,59.0,51.0,5.0,31.0,9.0,343.0,258.0,487.0,692.0,75.0,161.0,495.0,295.0,90.0,130.0,547.0,142.0,62.0,15.55,18.23,22.24,20.0,22.0,17.0,1062.57,751.0,774.55,56.0,8.72,12.21,12.21,52.53,53.52,52.09,564.13,49.07,38.56,135.04,19.11,307.0,224.22,46.58,48.38,45.91,533.0,240.0,303.0,1076.0,37.0,51.0,10.0,42.0,10.0,340.0,293.0,496.0,736.0,69.0,142.0,487.0,340.0,115.0,142.0,580.0,138.0,55.0,16.0,17.11,15.97,14.0,10.0,13.0,1045.86,773.0,754.59,61.0,8.7,10.84,10.84,46.92,46.24,44.63
BOS,2023,BOS,BOS,Team Level,5on5,17,0.53,0.49,0.49,47956.0,401.29,35.5,27.25,100.33,14.07,219.07,159.78,33.9,36.67,34.97,395.0,161.0,214.0,770.0,39.0,40.0,5.0,24.0,8.0,248.0,197.0,356.0,517.0,60.0,131.0,341.0,258.0,68.0,95.0,423.0,97.0,36.0,12.26,12.42,10.82,18.0,13.0,8.0,806.57,556.0,579.56,43.0,5.68,9.04,9.04,32.14,33.13,32.7,418.3,31.99,26.31,105.79,14.07,226.5,171.34,30.91,31.31,30.25,391.0,185.0,229.0,805.0,22.0,38.0,7.0,31.0,8.0,254.0,223.0,369.0,554.0,59.0,124.0,374.0,315.0,95.0,114.0,456.0,88.0,32.0,12.59,10.94,8.46,9.0,5.0,8.0,774.86,576.0,557.59,52.0,5.45,6.97,6.97,30.47,29.79,29.25
BOS,2023,BOS,BOS,Team Level,4on5,17,0.21,0.16,0.19,5757.0,18.05,1.77,0.82,2.41,0.47,5.38,12.15,1.73,1.77,1.73,17.0,6.0,4.0,27.0,0.0,0.0,0.0,1.0,0.0,7.0,15.0,17.0,23.0,5.0,10.0,47.0,22.0,12.0,9.0,17.0,3.0,3.0,0.45,0.44,0.88,0.0,0.0,0.0,27.0,23.0,23.0,7.0,0.19,0.0,0.0,1.95,1.95,1.92,70.48,6.67,6.8,14.85,2.38,42.18,22.13,6.28,6.67,6.28,71.0,24.0,44.0,139.0,6.0,5.0,1.0,6.0,0.0,51.0,27.0,65.0,89.0,6.0,12.0,44.0,9.0,9.0,15.0,69.0,19.0,7.0,1.65,2.4,2.62,3.0,1.0,2.0,139.0,95.0,95.0,2.0,1.71,1.34,1.34,7.04,7.04,6.63
BOS,2023,BOS,BOS,Team Level,5on4,17,0.83,0.83,0.81,5097.0,91.25,11.42,8.68,19.06,3.11,54.73,27.0,10.28,11.42,10.28,96.0,28.0,43.0,167.0,12.0,9.0,0.0,3.0,1.0,75.0,24.0,84.0,112.0,5.0,10.0,62.0,4.0,3.0,13.0,78.0,32.0,14.0,1.74,4.19,5.49,0.0,7.0,5.0,167.0,124.0,124.0,0.0,2.24,2.32,2.32,11.34,11.34,10.48,22.42,2.28,1.06,3.22,0.64,6.77,15.02,2.23,2.28,2.23,25.0,4.0,4.0,33.0,1.0,1.0,0.0,0.0,1.0,5.0,21.0,24.0,28.0,1.0,2.0,30.0,13.0,6.0,5.0,20.0,4.0,5.0,0.41,0.58,1.29,0.0,1.0,0.0,33.0,29.0,29.0,5.0,0.25,0.32,0.32,2.21,2.21,2.17
TBL,2023,TBL,TBL,Team Level,other,19,0.42,0.46,0.46,3206.0,33.98,7.17,2.64,5.94,1.16,18.47,10.63,6.48,7.17,6.48,28.0,18.0,14.0,60.0,9.0,4.0,2.0,2.0,0.0,16.0,15.0,19.0,37.0,1.0,2.0,38.0,7.0,4.0,6.0,20.0,17.0,9.0,0.83,2.28,4.07,1.0,4.0,4.0,60.0,46.0,46.0,0.0,0.76,1.47,1.47,6.47,6.47,6.13,40.51,9.79,2.49,7.31,1.31,19.64,14.45,9.5,9.79,9.5,41.0,14.0,15.0,70.0,10.0,2.0,0.0,4.0,0.0,20.0,19.0,31.0,45.0,2.0,4.0,35.0,2.0,9.0,2.0,27.0,15.0,13.0,1.1,1.75,6.95,1.0,2.0,7.0,70.0,55.0,55.0,1.0,0.77,0.64,0.64,9.93,9.93,9.61
TBL,2023,TBL,TBL,Team Level,all,19,0.51,0.51,0.5,69049.0,610.0,64.43,42.69,142.25,20.34,324.71,238.57,61.38,64.71,61.64,580.0,253.0,331.0,1164.0,68.0,61.0,12.0,48.0,4.0,356.0,296.0,512.0,765.0,75.0,176.0,583.0,355.0,100.0,135.0,588.0,177.0,68.0,18.03,22.51,23.89,23.0,25.0,20.0,1171.97,833.0,836.78,62.0,9.62,13.33,13.37,60.68,60.78,59.37,608.42,63.16,41.64,147.05,20.52,319.59,236.03,60.24,63.76,60.77,611.0,217.0,294.0,1122.0,69.0,77.0,6.0,41.0,4.0,336.0,301.0,542.0,759.0,83.0,188.0,518.0,296.0,135.0,118.0,593.0,166.0,69.0,17.04,20.64,25.49,22.0,29.0,18.0,1128.6,828.0,836.62,67.0,9.34,16.09,16.09,56.42,56.93,55.66
TBL,2023,TBL,TBL,Team Level,5on5,19,0.48,0.51,0.49,54896.0,459.38,40.02,30.79,112.55,15.32,245.08,186.25,38.78,40.31,39.04,443.0,187.0,284.0,914.0,40.0,45.0,6.0,33.0,4.0,287.0,221.0,403.0,590.0,70.0,163.0,444.0,328.0,86.0,110.0,472.0,119.0,39.0,14.31,15.08,10.62,19.0,16.0,5.0,921.97,630.0,633.78,56.0,6.41,8.47,8.5,37.93,38.02,37.4,473.82,42.9,30.82,120.4,16.17,247.79,186.93,40.7,43.49,41.23,474.0,171.0,233.0,878.0,51.0,64.0,5.0,31.0,2.0,265.0,232.0,423.0,594.0,73.0,165.0,396.0,285.0,111.0,95.0,472.0,129.0,44.0,13.59,16.15,13.15,19.0,26.0,6.0,884.6,645.0,653.62,56.0,6.44,12.87,12.87,36.46,36.97,36.23
TBL,2023,TBL,TBL,Team Level,4on5,19,0.15,0.14,0.18,5487.0,17.13,1.71,0.95,2.61,0.55,5.67,11.51,1.71,1.71,1.71,13.0,10.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,13.0,23.0,1.0,2.0,44.0,17.0,9.0,6.0,14.0,8.0,1.0,0.55,0.91,0.26,0.0,0.0,0.0,25.0,23.0,23.0,5.0,0.21,0.0,0.0,1.93,1.93,1.93,79.44,9.48,7.62,17.16,2.6,47.36,23.78,9.05,9.48,9.05,82.0,26.0,43.0,151.0,7.0,11.0,1.0,6.0,2.0,47.0,35.0,75.0,101.0,5.0,10.0,43.0,4.0,2.0,12.0,78.0,19.0,11.0,1.95,2.37,5.16,2.0,1.0,4.0,151.0,108.0,108.0,1.0,1.97,2.58,2.58,8.87,8.87,8.67
TBL,2023,TBL,TBL,Team Level,5on4,19,0.94,0.88,0.87,5460.0,99.51,15.52,8.32,21.16,3.32,55.49,30.18,14.41,15.52,14.41,96.0,38.0,31.0,165.0,19.0,12.0,4.0,13.0,0.0,49.0,41.0,77.0,115.0,3.0,9.0,57.0,3.0,1.0,13.0,82.0,33.0,19.0,2.34,4.25,8.94,3.0,5.0,11.0,165.0,134.0,134.0,1.0,2.24,3.39,3.39,14.36,14.36,13.91,14.65,0.99,0.71,2.17,0.44,4.81,10.87,0.99,0.99,0.99,14.0,6.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,13.0,19.0,3.0,9.0,44.0,5.0,13.0,9.0,16.0,3.0,1.0,0.4,0.37,0.23,0.0,0.0,1.0,23.0,20.0,20.0,9.0,0.17,0.0,0.0,1.15,1.15,1.15
CGY,2023,CGY,CGY,Team Level,other,18,0.51,0.56,0.58,2716.0,44.79,7.99,3.5,8.57,1.6,26.38,15.96,7.38,7.99,7.38,45.0,19.0,20.0,84.0,8.0,5.0,2.0,2.0,3.0,31.0,15.0,37.0,56.0,2.0,4.0,33.0,5.0,7.0,8.0,43.0,11.0,10.0,1.47,1.22,5.31,1.0,1.0,6.0,84.0,64.0,64.0,4.0,1.05,1.58,1.58,7.47,7.47,7.36,33.89,7.65,2.44,6.61,1.16,17.3,10.84,7.53,7.65,7.53,27.0,19.0,19.0,65.0,7.0,3.0,1.0,2.0,0.0,17.0,17.0,20.0,39.0,2.0,4.0,40.0,7.0,5.0,8.0,20.0,14.0,12.0,0.73,1.66,5.26,0.0,1.0,6.0,65.0,46.0,46.0,5.0,0.7,0.91,0.91,7.44,7.44,7.36
CGY,2023,CGY,CGY,Team Level,all,18,0.49,0.52,0.53,65908.0,624.54,54.38,42.0,153.56,21.27,345.92,250.86,52.21,54.29,52.13,587.0,281.0,306.0,1174.0,52.0,59.0,8.0,41.0,10.0,369.0,337.0,535.0,816.0,66.0,144.0,540.0,285.0,116.0,156.0,694.0,110.0,64.0,18.64,13.38,22.36,21.0,13.0,18.0,1160.18,868.0,860.74,87.0,9.45,10.37,10.4,53.43,53.38,52.38,573.52,55.7,39.72,134.75,19.13,305.95,223.75,53.58,56.04,53.9,527.0,252.0,284.0,1063.0,60.0,56.0,5.0,37.0,4.0,352.0,270.0,467.0,719.0,66.0,136.0,534.0,287.0,159.0,150.0,561.0,160.0,58.0,16.55,19.83,19.32,26.0,16.0,18.0,1074.89,779.0,786.25,86.0,8.91,11.09,11.09,53.51,53.73,52.54
CGY,2023,CGY,CGY,Team Level,5on5,18,0.51,0.53,0.53,52949.0,481.25,35.9,30.38,124.78,16.59,266.15,197.21,34.81,35.8,34.73,459.0,212.0,248.0,919.0,35.0,47.0,5.0,34.0,7.0,275.0,273.0,424.0,636.0,53.0,118.0,409.0,268.0,98.0,127.0,548.0,83.0,40.0,14.86,10.2,10.84,17.0,11.0,7.0,905.19,671.0,663.74,72.0,6.26,7.16,7.19,34.97,34.92,34.42,427.39,34.13,27.64,104.59,14.26,229.17,174.21,32.97,34.48,33.29,396.0,188.0,229.0,813.0,42.0,35.0,3.0,28.0,3.0,264.0,212.0,354.0,542.0,56.0,116.0,392.0,261.0,131.0,128.0,444.0,112.0,28.0,12.72,13.96,7.46,23.0,15.0,4.0,824.89,584.0,591.25,74.0,5.74,6.51,6.51,33.36,33.57,32.83
CGY,2023,CGY,CGY,Team Level,4on5,18,0.09,0.14,0.16,5103.0,19.31,1.14,0.77,3.0,0.57,5.96,13.57,1.13,1.14,1.13,15.0,10.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0,13.0,23.0,3.0,6.0,45.0,9.0,9.0,11.0,21.0,4.0,0.0,0.59,0.55,0.0,2.0,0.0,0.0,26.0,25.0,25.0,11.0,0.18,0.0,0.0,1.32,1.32,1.32,94.55,11.97,8.83,20.98,3.22,54.71,27.3,11.14,11.97,11.14,88.0,39.0,33.0,160.0,8.0,16.0,1.0,5.0,1.0,67.0,30.0,80.0,119.0,3.0,6.0,51.0,2.0,6.0,8.0,82.0,31.0,14.0,2.67,3.8,5.5,2.0,0.0,6.0,160.0,127.0,127.0,1.0,2.28,3.34,3.34,10.9,10.9,10.54
CGY,2023,CGY,CGY,Team Level,5on4,18,0.83,0.85,0.83,5140.0,79.18,9.35,7.35,17.23,2.51,47.44,24.12,8.89,9.35,8.89,68.0,40.0,37.0,145.0,7.0,7.0,1.0,5.0,0.0,60.0,29.0,61.0,101.0,8.0,16.0,53.0,3.0,2.0,10.0,82.0,12.0,14.0,1.71,1.42,6.21,1.0,1.0,5.0,145.0,108.0,108.0,0.0,1.95,1.63,1.63,9.67,9.67,9.28,17.68,1.95,0.81,2.57,0.49,4.78,11.4,1.94,1.95,1.94,16.0,6.0,3.0,25.0,3.0,2.0,0.0,2.0,0.0,4.0,11.0,13.0,19.0,5.0,10.0,51.0,17.0,17.0,6.0,15.0,3.0,4.0,0.43,0.41,1.11,1.0,0.0,2.0,25.0,22.0,22.0,6.0,0.18,0.32,0.32,1.81,1.81,1.81
WSH,2023,WSH,WSH,Team Level,other,15,0.58,0.39,0.42,1731.0,19.52,7.3,1.29,3.03,0.63,9.16,6.57,6.3,7.3,6.3,16.0,12.0,6.0,34.0,7.0,2.0,1.0,2.0,0.0,9.0,8.0,9.0,21.0,1.0,2.0,19.0,5.0,3.0,2.0,7.0,10.0,11.0,0.29,1.07,5.94,1.0,1.0,5.0,34.0,28.0,28.0,0.0,0.35,0.48,0.48,7.17,7.17,6.19,28.16,5.28,2.12,5.57,1.04,15.96,9.04,4.7,5.28,4.7,23.0,16.0,15.0,54.0,3.0,2.0,0.0,2.0,0.0,21.0,11.0,20.0,36.0,1.0,2.0,23.0,5.0,3.0,7.0,18.0,16.0,5.0,0.77,2.04,2.47,1.0,1.0,1.0,54.0,39.0,39.0,2.0,0.62,0.28,0.28,5.62,5.62,5.02
WSH,2023,WSH,WSH,Team Level,all,15,0.48,0.47,0.49,54662.0,460.4,47.45,32.07,112.26,16.2,241.04,177.97,43.81,46.89,43.26,435.0,192.0,240.0,867.0,37.0,52.0,2.0,23.0,5.0,275.0,235.0,398.0,590.0,53.0,113.0,383.0,244.0,134.0,161.0,444.0,133.0,50.0,13.28,16.59,17.59,14.0,14.0,9.0,852.56,627.0,619.53,91.0,7.09,10.56,10.6,43.95,43.36,41.3,484.89,51.4,32.13,118.35,16.38,255.9,188.85,47.52,52.25,48.33,458.0,205.0,300.0,963.0,40.0,50.0,3.0,23.0,3.0,304.0,243.0,418.0,623.0,53.0,114.0,458.0,229.0,107.0,149.0,478.0,113.0,72.0,13.0,14.0,24.39,12.0,16.0,12.0,977.97,663.0,672.05,77.0,7.27,11.35,11.38,47.28,47.91,45.46
